10000616	2
10001058	5
10001647	8
10002760	12
10005280	19
10006337	22
10006842	24
10008123	26
10008388	27
10012815	43
10013114	46
10013614	48
10015897	53
10016103	54
10020031	68
10020890	70
10022111	72
10022759	74
1002297	76
100235	78
10024362	83
1002677	92
10029068	98
10032676	106
10037385	127
10041195	143
10041373	144
10042690	147
10045454	155
10046527	159
10047199	161
10049017	168
10049363	169
10053439	181
10055410	189
10055566	190
10055730	191
10057271	195
10058155	197
10058585	199
10059582	203
10060621	207
10064405	217
10065066	218
10066732	222
1006675	223
10070942	238
10071139	239
10074339	247
10074578	248
1007495	251
10079399	267
10079893	268
10080869	271
10084043	277
10086821	287
10091564	303
10093396	310
10094782	314
10096217	319
1009871	325
10100620	330
10100761	331
1010118	332
10102800	337
10108089	352
10111144	359
10111903	362
10113997	370
10115082	374
10116246	376
10117511	380
10120085	391
10120330	392
10120671	393
10120816	395
10122300	401
10123844	406
10125561	407
10126177	411
1012712	415
10127273	416
10128909	421
10129338	423
1013156	429
10133644	437
10138369	449
10138767	451
10140783	457
10141364	458
1014186	461
10142537	463
10143172	465
1014362	467
10146559	471
10146927	472
10147619	475
10149867	482
10150281	485
1015175	491
10153414	498
10154013	499
10155849	504
10159852	512
1015996	513
10160012	514
10160624	517
10161695	524
101629	531
10162991	532
10163723	534
10164605	538
10166394	544
1016832	551
10168584	552
10169937	557
10171567	563
1017222	566
10173410	570
10174695	573
10175507	576
101779	585
1017826	587
10179649	592
10180923	597
1018352	603
10184290	608
10185148	611
1018630	614
10186350	615
10190745	622
10191192	625
10191613	628
10195593	637
101956	638
1019643	639
10196965	641
10202363	659
1020356	661
10204921	665
10205457	667
10206173	669
10209082	677
10210137	684
10212338	688
10213034	691
10217684	708
1021889	712
10219121	714
10221312	721
10221956	726
1022420	731
10224578	732
10226060	737
10230736	754
10234340	760
10236304	765
10236521	767
10237196	771
1023820	774
10239761	777
10244913	792
10245639	795
102457	796
10247044	803
1024763	805
1024864	810
10248876	812
10252075	821
1025246	824
10255567	835
102586	846
10260166	854
10262183	860
10264219	864
10264437	865
1026482	866
1026728	875
10268180	877
10268629	879
10269785	883
10271525	889
1027174	891
10274318	896
1027662	905
10278263	913
10279540	920
10280130	921
10280364	922
10280945	926
10282014	928
10292824	961
10294953	970
1029500	971
10295819	972
10296176	974
10296618	976
10300154	990
10301261	993
10304160	998
10304383	999
10304505	1000
10305802	1005
10307234	1008
10314952	1034
10316013	1038
10317007	1042
10317500	1044
10318293	1047
10319580	1050
10323752	1065
1032451	1068
10325549	1072
10327987	1081
1032840	1082
10330189	1089
10334101	1097
10334957	1101
10335931	1106
10336537	1109
1033714	1111
10338498	1117
1033903	1119
10339504	1121
10344922	1137
10346198	1143
1034685	1145
10348526	1150
10349551	1154
10350896	1156
10355142	1166
10355806	1170
10361060	1182
10361296	1183
103619	1186
1036319	1193
10363913	1197
10365514	1200
10366145	1203
103696	1217
10369699	1218
10369955	1219
1036996	1220
10372373	1227
10376890	1239
10378780	1245
1037910	1247
10383237	1257
10383816	1261
10384496	1265
10384772	1267
1038666	1275
10386984	1276
10387324	1278
10393909	1293
10398624	1304
10402824	1320
10404998	1329
10407310	1336
10409752	1344
10410668	1347
