10000007	0
10000294	1
10000616	2
1000068	3
10000787	4
10001058	5
10001217	6
10001481	7
10001647	8
10001882	9
10002031	10
1000214	11
10002760	12
10003120	13
10003283	14
10004282	15
100044	16
10004539	17
10004804	18
10005280	19
10005548	20
10005721	21
10006337	22
10006511	23
10006842	24
10007109	25
10008123	26
10008388	27
10008716	28
10009276	29
10009484	30
10009671	31
10010864	32
1001097	33
10011074	34
1001136	35
10011486	36
10011785	37
10011902	38
10012244	39
10012377	40
10012484	41
10012713	42
10012815	43
1001294	44
10012989	45
10013114	46
10013242	47
10013614	48
10013927	49
10014658	50
10014939	51
10015215	52
10015897	53
10016103	54
1001643	55
1001689	56
10016954	57
10017272	58
10017422	59
10017794	60
10018021	61
10018532	62
1001857	63
10018861	64
10019406	65
10019552	66
10019888	67
10020031	68
10020366	69
10020890	70
10021892	71
10022111	72
10022645	73
10022759	74
10022908	75
1002297	76
10023039	77
100235	78
10023656	79
1002377	80
10024119	81
1002413	82
10024362	83
10024621	84
10025060	85
100253	86
10025487	87
10025730	88
10026058	89
10026553	90
10026763	91
1002677	92
10026976	93
10027246	94
1002740	95
10027590	96
10028765	97
10029068	98
10029269	99
1002956	100
10030277	101
1003049	102
10032342	103
1003249	104
10032524	105
10032676	106
1003272	107
10032884	108
10033082	109
10033225	110
10033412	111
10033663	112
10034020	113
10034201	114
10034614	115
10034785	116
10034906	117
10035430	118
1003570	119
10035809	120
1003588	121
10035952	122
10036266	123
10036929	124
10037080	125
1003729	126
10037385	127
1003741	128
10037922	129
10038620	130
10038778	131
1003885	132
10038929	133
10039164	134
10039391	135
10039663	136
10040344	137
10040617	138
1004062	139
1004072	140
10040789	141
10040945	142
10041195	143
10041373	144
10041887	145
10042300	146
10042690	147
10042845	148
10043163	149
10043643	150
1004403	151
10044470	152
10044682	153
10044879	154
10045454	155
1004550	156
10045713	157
1004582	158
10046527	159
1004692	160
10047199	161
10047459	162
1004775	163
10047822	164
10048001	165
10048218	166
10048836	167
10049017	168
10049363	169
1004961	170
10049896	171
10050432	172
10050712	173
10050880	174
10051337	175
10051975	176
10052497	177
1005284	178
10052843	179
10053004	180
10053439	181
10053808	182
10054	183
100543	184
10054657	185
10055085	186
100551	187
10055297	188
10055410	189
10055566	190
10055730	191
1005579	192
10055847	193
10056103	194
10057271	195
10057714	196
10058155	197
10058411	198
10058585	199
10058777	200
10059162	201
10059323	202
10059582	203
10059904	204
10060175	205
10060352	206
10060621	207
10061656	208
10062042	209
1006239	210
10062996	211
10063177	212
10063461	213
10064046	214
1006421	215
10064229	216
10064405	217
10065066	218
10065547	219
10065758	220
10066452	221
10066732	222
1006675	223
10067011	224
10067305	225
10067600	226
10067968	227
10068234	228
10068804	229
10069120	230
10069296	231
10069427	232
10069645	233
10069869	234
1007053	235
10070563	236
10070711	237
10070942	238
10071139	239
10071332	240
10071557	241
10072054	242
1007222	243
10072708	244
1007354	245
10073992	246
10074339	247
10074578	248
1007463	249
10074841	250
1007495	251
10075299	252
10075529	253
10075693	254
10075899	255
10076033	256
1007609	257
10076307	258
1007676	259
10076778	260
10076957	261
10077593	262
10078131	263
10078806	264
10079210	265
1007924	266
10079399	267
10079893	268
10080337	269
10080508	270
10080869	271
10081670	272
10082146	273
1008288	274
1008378	275
10083823	276
10084043	277
10084295	278
1008437	279
10084635	280
10085101	281
10085217	282
1008546	283
10085548	284
10085736	285
10086074	286
10086821	287
10087080	288
1008719	289
10087434	290
10087736	291
1008801	292
10088200	293
10088390	294
1008903	295
1008947	296
10089484	297
10089615	298
10090020	299
10090498	300
100905	301
10091012	302
10091564	303
10091651	304
1009190	305
10092098	306
10092299	307
1009240	308
10092488	309
10093396	310
10093658	311
10093908	312
10094584	313
10094782	314
10095061	315
10095420	316
10095869	317
10096126	318
10096217	319
1009637	320
10097477	321
10097842	322
10098092	323
10098245	324
1009871	325
10098710	326
10099093	327
10099375	328
10100124	329
10100620	330
10100761	331
1010118	332
10101427	333
10101634	334
10102369	335
10102506	336
10102800	337
1010334	338
10103485	339
10104209	340
1010458	341
10104592	342
10104756	343
10105085	344
10105359	345
10105462	346
10105733	347
10106080	348
10106752	349
1010684	350
10107303	351
10108089	352
10108719	353
10109443	354
10109662	355
10110287	356
1011031	357
10110421	358
10111144	359
10111358	360
1011166	361
10111903	362
10112129	363
10112591	364
10113072	365
10113249	366
10113362	367
10113583	368
10113753	369
10113997	370
1011425	371
10114550	372
10114897	373
10115082	374
1011542	375
10116246	376
10117017	377
1011725	378
10117267	379
10117511	380
10117739	381
10117851	382
10117957	383
10118382	384
10118587	385
10118844	386
101191	387
10119200	388
