/m/05qw5	/business/employer/employees./business/employment_tenure/person	/m/0g11gx
/m/017z88	/education/educational_institution/students_graduates./education/education/student	/m/05f2jk
/m/0193qj	/military/military_combatant/military_conflicts./military/military_combatant_group/conflict	/m/03qbh5
/m/0hnlx	/education/educational_degree/people_with_this_degree./education/education/student	/m/028cd1b
/m/01fxg8	/education/educational_degree/people_with_this_degree./education/education/student	/m/02_82w9
/m/019v9k	/education/educational_degree/people_with_this_degree./education/education/student	/m/04v048
/m/0mzj_	/education/educational_degree/people_with_this_degree./education/education/student	/m/026ln2v
/m/019v9k	/education/educational_degree/people_with_this_degree./education/education/institution	/m/07zl6m
/m/019v9k	/education/educational_degree/people_with_this_degree./education/education/student	/m/09cdxn
/m/01qvcr	/cvg/cvg_developer/games_developed	/m/0642v9q
/m/01rhl	/music/performance_role/track_performances./music/track_contribution/contributor	/m/0g7k2g
/m/025mb_	/tv/tv_actor/starring_roles./tv/regular_tv_appearance/character	/m/01rk30
/m/0194xc	/music/genre/artists	/m/01pwkd3
/m/07s467s	/music/genre/artists	/m/0j66lmm
/m/02_tw	/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	/m/08gf93
/m/02_tw	/government/political_party/politicians_in_this_party./government/political_party_tenure/politician	/m/02g5h5
/m/01_1kk	/education/educational_institution/students_graduates./education/education/student	/m/03gdxp
/m/02k6pv	/military/armed_force/personnel./military/military_service/military_person	/m/050t68
/m/01jz6d	/business/employer/employees./business/employment_tenure/person	/m/03bv26
/m/05fjy	/location/location/contains	/m/07b2yw
/m/01dz7z	/business/job_title/people_with_this_title./business/employment_tenure/person	/m/04lkvc
/m/022qqh	/business/job_title/people_with_this_title./business/employment_tenure/person	/m/04sv7z
/m/04zwtdy	/influence/influence_node/influenced	/m/03pp8_
/m/03mnn0	/people/profession/people_with_this_profession	/m/02pyg6
/m/09lbv	/people/profession/people_with_this_profession	/m/04924s
/m/06k5_	/people/profession/people_with_this_profession	/m/0ct1b0
/m/02ztjwg	/people/profession/people_with_this_profession	/m/03f6jpj
/m/0_vn7	/location/location/contains	/m/04t36
/m/0chgr2	/location/location/contains	/m/0bq8tmw
/m/0chgr2	/location/location/contains	/m/0bdw1g
/m/0chgr2	/location/location/contains	/m/05lwjc
/m/0chgr2	/location/location/contains	/m/09v42sf
/m/016zp5	/location/location/contains	/m/0cxn2h
/m/0kq2	/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee	/m/02qcpzb
/m/0ddd0gc	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/m/07c37
/m/0ddd0gc	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/01vsqvs
/m/0fx0j2	/film/film_costumer_designer/costume_design_for_film	/m/05fny
/m/0ggx5q	/music/genre/artists	/m/064177
/m/0b6css	/music/genre/artists	/m/02vbmw
/m/02t_tp	/music/genre/artists	/m/03hzqc2
/m/0ggx5q	/music/genre/artists	/m/01f7dd
/m/0ggx5q	/music/genre/artists	/m/06kl78
/m/0892sx	/location/location/contains	/m/02vyvhz
/m/0nbjq	/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/athlete	/m/02wrhj
/m/0rwgm	/film/film_location/featured_in_films	/m/01nsyf
/m/03jjzf	/music/genre/artists	/m/01w3wj4
/m/0126t5	/music/genre/artists	/m/01gtcc
/m/018kcp	/tv/tv_network/programs./tv/tv_network_duration/program	/m/05ftw3
/m/047fwlg	/soccer/football_team/manager./soccer/football_team_management_tenure/manager	/m/0556fn
/m/0dn16	/award/award_nominee/award_nominations./award/award_nomination/award	/m/03r67k
/m/01cwhp	/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/film	/m/063_q1y
/m/01vvyvk	/award/award_winner/awards_won./award/award_honor/award	/m/032c7m
/m/081bls	/music/artist/album	/m/0wzs193
/m/0f4r5	/education/educational_institution/students_graduates./education/education/student	/m/0271420
/m/03m5111	/film/director/film	/m/06qh2n
/m/021j72	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/03h26tm
/m/0cv9fc	/film/editor/film	/m/06qh2n
/m/021j72	/film/producer/film	/m/0jbrr
/m/01vx3m	/people/ethnicity/languages_spoken	/m/0xrg
/m/0j8cs	/education/university/fraternities_and_sororities	/m/07hb5n
/m/01vqc7	/education/educational_institution/students_graduates./education/education/student	/m/03zcp2
/m/0j__m	/education/educational_institution/students_graduates./education/education/student	/m/0bb406
/m/02bqy	/education/educational_institution/students_graduates./education/education/student	/m/01ty7ll
/m/04m8fy	/education/educational_institution/students_graduates./education/education/student	/m/0bnylv
/m/02pjxr	/people/profession/people_with_this_profession	/m/0n5bk
/m/016s0m	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/04f285v
/m/02r96rf	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/04qftx
/m/02r96rf	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/0k_l4
/m/034bs	/film/film_job/films_with_this_crew_job./film/film_crew_gig/film	/m/0309c5
/m/01_lh1	/education/educational_institution/students_graduates./education/education/student	/m/06cws4
/m/0797c7	/education/educational_institution/students_graduates./education/education/student	/m/05b0x79
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/01vvydl
/m/015fs3	/education/educational_institution/students_graduates./education/education/student	/m/05x63pp
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/018zvb
/m/01f53	/education/educational_institution/students_graduates./education/education/student	/m/03hp6t8
/m/01j_x	/education/educational_institution/students_graduates./education/education/student	/m/09ggpk2
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/027hm_
/m/02pbzv	/education/educational_institution/students_graduates./education/education/student	/m/027nqf2
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/0280mv7
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/01vh18t
/m/01ksz9	/education/educational_institution/students_graduates./education/education/student	/m/0cb5gq
/m/03ksy	/business/employer/employees./business/employment_tenure/person	/m/06vnh2
/m/04rtpt	/education/educational_institution/students_graduates./education/education/student	/m/09g81mj
/m/03ksy	/business/employer/employees./business/employment_tenure/person	/m/02xfj0
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/01kv4mb
/m/08htt0	/education/educational_institution/students_graduates./education/education/student	/m/06zmxj
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/03zz8b
/m/03qdm	/education/educational_institution/students_graduates./education/education/student	/m/020q9s
/m/072w0	/education/educational_institution/students_graduates./education/education/student	/m/09wsxb
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/026yqrr
/m/0cbkc	/business/employer/employees./business/employment_tenure/person	/m/038sfb
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/03c9pqt
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/0cbdf1
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/051y1hd
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/03bggl
/m/025504	/education/educational_institution/students_graduates./education/education/student	/m/06h78z
/m/03ksy	/education/educational_institution/students_graduates./education/education/student	/m/015pvh
/m/01b7lc	/education/educational_institution/students_graduates./education/education/student	/m/026gkr8
/m/0175rc	/education/educational_institution/students_graduates./education/education/student	/m/05p8mhx
/m/03cs_xw	/tv/tv_writer/episodes_written	/m/0g_5ks
/m/05qkp	/location/location/events	/m/09vw2b7
/m/02q42j_	/location/location/contains	/m/04hltn
/m/03lt8g	/award/award_category/nominees./award/award_nomination/award_nominee	/m/0brr_f
/m/06lht1	/film/actor/film./film/performance/film	/m/030nwm
/m/0d2b38	/business/employer/employees./business/employment_tenure/person	/m/0264sd1
/m/01_1kk	/education/educational_institution/students_graduates./education/education/student	/m/0bq_f1w
/m/06jplb	/education/educational_institution/students_graduates./education/education/student	/m/05p79y1
/m/05k6d	/education/educational_institution/students_graduates./education/education/student	/m/0bqvz96
/m/03qx1r	/education/educational_institution/students_graduates./education/education/student	/m/01rcm2
/m/06pwq	/education/educational_institution/students_graduates./education/education/student	/m/01m7pwq
/m/01fsv9	/education/educational_institution/students_graduates./education/education/student	/m/04q25q6
/m/06pwq	/business/employer/employees./business/employment_tenure/person	/m/059m45
/m/0f102	/education/educational_institution/students_graduates./education/education/student	/m/02wwd9z
/m/042s9	/business/employer/employees./business/employment_tenure/person	/m/0c1qgrg
/m/0yl_w	/education/educational_institution/students_graduates./education/education/student	/m/0gtw6xb
/m/06pwq	/education/educational_institution/students_graduates./education/education/student	/m/0c3ns
/m/0204jh	/education/educational_institution/students_graduates./education/education/student	/m/01l74dl
/m/0194_r	/education/educational_institution/students_graduates./education/education/student	/m/0262k9p
/m/0cpjgj	/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program	/m/0n5df
/m/0dt1cm	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02gjp
/m/040dv	/award/award_category/winners./award/award_honor/award_winner	/m/01xp1v
/m/0jxxt	/cvg/cvg_genre/games	/m/04dynl
/m/01qgv7	/film/film_genre/films_in_this_genre	/m/0f_kz3
/m/0f14q	/media_common/netflix_genre/titles	/m/0f_kz3
/m/01vq3nl	/film/film_genre/films_in_this_genre	/m/044vd3
/m/017vb_	/tv/tv_network/programs./tv/tv_network_duration/program	/m/0872p_c
/m/03c_pqj	/tv/tv_network/programs./tv/tv_network_duration/program	/m/07s418
/m/0xszy	/tv/tv_network/programs./tv/tv_network_duration/program	/m/02735zn
/m/079vf	/broadcast/tv_station_owner/tv_stations	/m/0745sp
/m/0m76b	/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in	/m/05dp8dy
/m/0d07j8	/people/person/place_of_birth	/m/01g3v9
/m/037s5h	/people/person/parents	/m/08mrgq
