/m/01qscs	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01sxdy
/m/0d608	/base/activism/activist/area_of_activism	/m/0148d
/m/05bkf	/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month	/m/05lf_
/m/0bmhvpr	/music/performance_role/regular_performances./music/group_membership/group	/m/01q99h
/m/019rvp	/award/award_nominee/award_nominations./award/award_nomination/award	/m/019f4v
/m/02773m2	/award/award_category/nominees./award/award_nomination/award_nominee	/m/07dnx
/m/029czt	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0f8l9c
/m/029v40	/location/location/contains	/m/013t85
/m/02jx1	/location/location/contains	/m/02756j
/m/02bfmn	/film/actor/film./film/performance/film	/m/01f08r
/m/05zrvfd	/award/award_category/nominees./award/award_nomination/nominated_for	/m/0h63q6t
/m/02b1l7	/soccer/football_team/current_roster./soccer/football_roster_position/position	/m/0dgrmp
/m/01dz7z	/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	/m/04j53
/m/0dq3c	/government/government_office_category/officeholders./government/government_position_held/appointed_by	/m/0cmpn
/m/07l450	/film/film/genre	/m/0kz1h
/m/0sw6g	/sports/pro_athlete/teams./sports/sports_team_roster/team	/m/029q3k
/m/0dqyc	/base/biblioness/bibs_location/country	/m/09c7w0
/m/012q4n	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/m/0_jq4
/m/01nz1q6	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/0jgd
/m/015fs3	/base/locations/continents/countries_within	/m/01699
/m/04j689	/people/person/places_lived./people/place_lived/location	/m/0fpzwf
/m/031y2	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/m/080knyg
/m/02gnh0	/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal	/m/02lq67
/m/03vfr_	/location/location/containedby	/m/07ssc
/m/0ydpd	/location/location/time_zones	/m/02lcrv
/m/01c7p_	/people/person/places_lived./people/place_lived/location	/m/02xry
/m/02h8p8	/sports/sports_team/roster./baseball/baseball_roster_position/position	/m/047g8h
/m/0cm2xh	/base/culturalevent/event/entity_involved	/m/0136g9
/m/027f7dj	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gr51
/m/06sw9	/base/aareas/schema/administrative_area/administrative_parent	/m/0chghy
/m/0gxbl	/sports/sports_team/colors	/m/01g5v
/m/0mwk9	/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	/m/01w20rx
/m/09306z	/award/award_ceremony/awards_presented./award/award_honor/honored_for	/m/01zc2w
/m/015l4k	/olympics/olympic_games/participating_countries	/m/027jk
/m/0blfl	/olympics/olympic_games/participating_countries	/m/04vjh
/m/017j69	/education/educational_institution/students_graduates./education/education/major_field_of_study	/m/0cpvcd
/m/07z1m	/location/statistical_region/religions./location/religion_percentage/religion	/m/0bvhz9
/m/01jzyx	/military/military_conflict/combatants./military/military_combatant_group/combatants	/m/0d060g
/m/01c9f2	/award/award_category/winners./award/award_honor/ceremony	/m/0bzlrh
/m/020bg	/award/award_category/winners./award/award_honor/ceremony	/m/01s695
/m/018ysx	/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy	/m/04n6k
/m/01xwqn	/influence/influence_node/influenced_by	/m/0cv1w
